DATE,NIFTY 50,NIFTY NEXT 50,NIFTY 100,NIFTY 200,Nifty Total Market,NIFTY 500,NIFTY500 MULTICAP 50:25:25,NIFTY500 EQUAL WEIGHT,NIFTY MIDCAP 150,NIFTY MIDCAP 50,Nifty Midcap Select,NIFTY Midcap 100,NIFTY SMALLCAP 250,NIFTY SMALLCAP 50,NIFTY SMALLCAP 100,NIFTY MICROCAP 250,NIFTY LargeMidcap 250,NIFTY MIDSMALLCAP 400,DSP QUANT,DSP ELSS,ICICI PRU SILVER,NIFTY 10 YR BENCHMARK G-SEC,KOTAK CONTRA,KOTAK GOLD,UTI FLEX,AXIS INNOVATION,NIFTY AUTO,NIFTY BANK,NIFTY CHEMICALS,NIFTY FINANCIAL SERVICES,NIFTY FINANCIAL SERVICES 25/50,Nifty Financial Services Ex Bank,NIFTY FMCG,Nifty HEALTHCARE,NIFTY IT,NIFTY MEDIA,NIFTY METAL,NIFTY PHARMA,NIFTY PRIVATE BANK,NIFTY PSU BANK,NIFTY REALTY,NIFTY CONSUMER DURABLES,NIFTY OIL AND GAS INDEX,Nifty MidSmall Financial Services,Nifty MidSmall Healthcare,Nifty MidSmall IT & Telecom,NIFTY 100 EQUAL WEIGHT,NIFTY 100 LOW VOLATILITY 30,NIFTY 10 YR BENCHMARK G-SEC,NIFTY200 MOMENTUM 30,NIFTY200 ALPHA 30,NIFTY100 ALPHA 30,NIFTY ALPHA 50,NIFTY ALPHA LOW VOLATILITY 30,NIFTY ALPHA QUALITY LOW VOLATILITY 30,NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30,NIFTY DIVIDEND OPPORTUNITIES 50,NIFTY GROWTH SECTORS 15,NIFTY HIGH BETA 50,NIFTY LOW VOLATILITY 50,NIFTY TOP 10 EQUAL WEIGHT,NIFTY TOP 15 EQUAL WEIGHT,NIFTY TOP 20 EQUAL WEIGHT,NIFTY100 QUALITY 30,NIFTY Midcap150 Momentum 50,Nifty500 Flexicap Quality 30,NIFTY500 LOW VOLATILITY 50,NIFTY500 MOMENTUM 50,NIFTY500 QUALITY 50,NIFTY500 MULTIFACTOR MQVLv 50,NIFTY Midcap150 Quality 50,Nifty Smallcap250 Quality 50,NIFTY500 MULTICAP MOMENTUM QUALITY 50,Nifty MidSmallcap400 Momentum Quality 100,Nifty Smallcap250 Momentum Quality 100,NIFTY QUALITY LOW VOLATILITY 30,NIFTY50 EQUAL WEIGHT,NIFTY50 VALUE 20,Nifty200 Value 30,NIFTY500 VALUE 50,NIFTY500 EQUAL WEIGHT,NIFTY200 Quality 30,NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP,Nifty Capital Markets,NIFTY COMMODITIES,Nifty Core Housing,NIFTY CPSE,NIFTY ENERGY,Nifty EV & New Age Automotive,Nifty Housing,NIFTY100 ESG,NIFTY100 Enhanced ESG,Nifty100 ESG Sector Leaders,NIFTY INDIA CONSUMPTION,Nifty India Defence,Nifty India Digital,NIFTY INDIA INFRASTRUCTURE & LOGISTICS,Nifty India Internet,Nifty India Manufacturing,NIFTY INDIA TOURISM,NIFTY INFRASTRUCTURE,NIFTY INDIA CORPORATE GROUP INDEX - MAHINDRA GROUP,NIFTY IPO,NIFTY MIDCAP LIQUID 15,Nifty MidSmall India Consumption,NIFTY MNC,Nifty Mobility,NIFTY PSE,Nifty REITs & InvITs,Nifty Rural,Nifty Non-Cyclical Consumer Index,NIFTY SERVICES SECTOR,NIFTY SHARIAH 25,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,Nifty Transportation & Logistics,NIFTY100 LIQUID 15,NIFTY50 SHARIAH,NIFTY500 SHARIAH,NIFTY500 MULTICAP INDIA MANUFATURING 50:30:20,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,NIFTY SME EMERGE,Nifty India Railways PSU,NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR),NIFTY INDIA NEW AGE CONSUMPTION,Nifty Waves
30/10/16,11628.32,30844.64,10989.09,5601.57,4962.43,10838.16,5834.21,5385.42,6290.91,4958.25,4408.07,19920.88,6126.26,4115.10,7672.25,5981.57,5583.92,6228.81,,38.75,,1554.62,38.18,13.39,109.98,,12106.78,25850.59,8157.21,9543.45,10703.51,11948.53,30470.43,7088.81,11965.13,3380.67,3391.03,13603.76,12287.82,4097.26,225.93,9926.80,4774.22,9873.29,12194.67,2127.91,14923.44,8222.38,1554.62,8584.59,6114.32,5810.47,11154.09,10098.25,7125.37,7125.37,2678.92,6105.40,1985.01,10203.96,3402.33,4009.00,3550.98,2454.13,12967.17,3087.23,7602.38,12670.46,7854.54,10901.74,9726.76,9073.29,11607.80,13850.70,14286.00,8284.29,16364.95,4302.37,5744.61,6258.29,5385.42,9086.02,4062.78,,3975.41,7120.25,2975.41,14676.40,,4475.62,1727.10,1748.67,1472.52,4402.50,,3483.70,3523.54,,5765.66,2472.22,3313.06,10801.81,,3861.51,5971.70,14428.98,8256.60,4964.73,,6897.92,5372.27,14408.17,3860.82,5814.30,5165.75,9492.27,4027.13,2240.78,2719.26,5799.62,4711.10,,,8711.69,4464.83,2643.18
29/10/16,11644.89,30741.20,10995.88,5601.25,4956.16,10827.51,5814.07,5350.49,6248.77,4945.40,4398.11,19832.07,6077.99,4084.71,7611.43,5901.72,5566.86,6184.66,,38.75,,1554.62,38.18,13.39,109.98,,12116.69,25893.52,8116.77,9563.88,10691.48,11920.57,30564.02,7052.49,11924.44,3366.23,3387.65,13528.75,12299.17,4102.02,225.22,9804.22,4772.41,9817.15,12127.11,2119.07,14899.52,8216.41,1554.62,8590.81,6116.27,5806.01,11104.60,10105.49,7124.57,7124.57,2677.27,6100.12,1981.97,10194.19,3411.15,4014.84,3551.29,2451.62,12893.78,3068.80,7596.59,12613.76,7838.47,10879.68,9660.99,9000.62,11576.90,13767.31,14177.18,8271.46,16365.43,4300.99,5740.28,6240.26,5350.49,9075.99,4056.22,,3972.94,7103.18,2965.59,14699.79,,4479.31,1728.29,1750.31,1473.97,4398.43,,3462.26,3515.89,,5751.41,2445.64,3321.09,10744.47,,3859.98,5941.47,14394.69,8250.72,4959.43,,6904.47,5365.36,14431.47,3857.79,5828.48,5177.92,9478.64,4027.13,2240.19,2713.70,5777.63,4700.94,,,8713.32,4443.01,2616.28
28/10/16,11644.89,30741.20,10995.88,5601.25,4956.16,10827.51,5814.07,5350.49,6248.77,4945.40,4398.11,19832.07,6077.99,4084.71,7611.43,5901.72,5566.86,6184.66,,38.75,,1554.62,38.18,13.39,109.98,,12116.69,25893.52,8116.77,9563.88,10691.48,11920.57,30564.02,7052.49,11924.44,3366.23,3387.65,13528.75,12299.17,4102.02,225.22,9804.22,4772.41,9817.15,12127.11,2119.07,14899.52,8216.41,1554.62,8590.81,6116.27,5806.01,11104.60,10105.49,7124.57,7124.57,2677.27,6100.12,1981.97,10194.19,3411.15,4014.84,3551.29,2451.62,12893.78,3068.80,7596.59,12613.76,7838.47,10879.68,9660.99,9000.62,11474.33,13767.31,14090.15,8188.47,16365.43,4300.99,5740.28,6240.26,5309.49,9075.99,4056.22,,3972.94,7103.18,2965.59,14699.79,,4479.31,1728.29,1750.31,1473.97,4398.43,,3462.26,3515.89,,5751.41,2445.64,3321.09,10744.47,,3859.98,5941.47,14394.69,8250.72,4959.43,,6904.47,5365.36,14431.47,3857.79,5828.48,5116.03,9478.64,4027.13,2240.19,2713.70,5718.89,4663.97,,,8713.32,4443.01,2616.28
27/10/16,11614.18,30324.31,10946.67,5571.85,4928.06,10766.87,5774.38,5309.49,6176.55,4890.89,4344.16,19569.40,6037.84,4036.21,7560.41,5850.46,5522.17,6123.22,,38.58,,1554.77,38.05,13.37,109.48,,11943.36,25838.79,8058.57,9549.75,10685.84,11826.99,30425.10,7012.88,11928.07,3304.06,3313.30,13485.15,12289.89,4058.63,222.20,9785.29,4749.59,9678.04,11835.70,2101.19,14765.30,8152.27,1554.77,8516.63,6059.93,5749.92,10991.56,10009.13,7037.29,7037.29,2661.37,6108.84,1957.57,10120.01,3413.31,4004.54,3547.04,2438.53,12735.09,3059.14,7556.19,12457.37,7769.89,10769.54,9570.02,8979.89,11633.43,13640.80,14234.56,8275.22,16320.18,4311.51,5660.02,6157.24,5350.46,8988.85,4033.48,,3940.31,7083.87,2938.66,14642.89,,4457.55,1718.46,1738.57,1468.90,4374.51,,3452.28,3495.28,,5693.85,2446.07,3315.18,10556.14,,3813.73,5886.32,14309.43,8160.31,4910.65,,6856.17,5339.30,14416.28,3838.84,5806.77,5168.12,9372.54,3989.37,2236.91,2698.98,5769.06,4715.07,,,8626.20,4404.83,2596.89
26/10/16,11612.99,30672.06,10966.67,5587.85,4944.29,10801.60,5804.42,5350.46,6232.37,4952.47,4415.31,19768.08,6085.13,4070.11,7616.35,5886.94,5552.10,6176.13,,38.89,,1556.30,38.25,13.40,110.16,,12116.49,25797.72,8134.40,9464.50,10651.05,11832.31,30266.82,6987.85,12034.94,3358.05,3340.60,13392.07,12264.50,4106.12,223.65,9858.36,4782.09,9735.95,11919.39,2122.81,14884.64,8198.53,1556.30,8642.72,6137.39,5842.98,11125.08,10097.59,7096.36,7096.36,2676.83,6131.42,1974.97,10210.40,3394.77,3995.40,3541.78,2451.73,12809.93,3086.69,7594.99,12609.95,7862.09,10897.88,9656.65,9047.05,11679.24,13771.17,14341.54,8317.49,16419.15,4322.05,5700.28,6195.68,5385.20,9106.33,4063.79,,3967.36,7118.22,2952.30,14716.88,,4487.41,1723.62,1744.84,1471.04,4410.77,,3488.62,3520.72,,5739.97,2481.68,3332.11,10647.41,,3821.29,5925.90,14432.74,8256.54,4927.84,,6881.86,5380.63,14387.07,3858.89,5818.89,5313.42,9493.59,4027.35,2245.35,2714.96,5821.46,4754.94,,,8679.07,4439.02,2616.13
25/10/16,11715.45,30982.17,11065.80,5638.56,4986.85,10895.14,5851.33,5385.20,6277.50,5006.15,4458.64,20017.99,6128.39,4121.65,7666.94,5924.15,5597.29,6220.58,,39.26,,1555.94,38.56,13.26,111.24,,12221.48,26262.89,8247.25,9601.63,10767.50,11901.81,30336.48,7071.65,12158.23,3360.86,3389.08,13545.25,12508.70,4156.69,224.25,9820.21,4809.42,9785.02,12085.65,2133.80,15024.01,8216.68,1555.94,8722.40,6222.37,5921.11,11232.37,10129.53,7142.22,7142.22,2688.65,6129.28,2002.92,10246.02,3447.80,4039.38,3566.83,2466.20,12940.12,3113.70,7604.62,12725.14,7899.70,10944.07,9717.58,9108.38,11645.41,13854.15,14321.19,8332.00,16549.95,4376.22,5773.96,6264.32,5390.47,9126.09,4081.44,,4010.51,7182.55,2967.06,14829.66,,4541.75,1739.00,1758.88,1488.23,4400.40,,3508.59,3548.51,,5783.65,2509.05,3351.24,10679.27,,3873.07,5986.02,14408.73,8308.25,4962.81,,6921.05,5386.94,14548.34,3872.99,5909.65,5384.78,9544.88,4130.95,2253.61,2729.63,5826.80,4750.51,,,8779.98,4438.07,2614.45
24/10/16,11739.24,30951.29,11082.63,5646.21,4993.49,10909.63,5857.52,5390.47,6281.17,4998.91,4434.02,20038.42,6132.24,4118.72,7691.57,5932.28,5603.17,6224.31,,39.24,,1557.23,38.63,13.18,111.23,,12275.09,26227.09,8283.58,9600.44,10773.07,11913.40,30595.23,7027.78,12236.74,3354.46,3403.37,13430.28,12450.17,4185.94,225.64,9801.69,4827.69,9753.45,12155.20,2138.99,15020.86,8235.32,1557.23,8715.08,6232.30,5916.03,11217.23,10157.11,7158.73,7158.73,2700.76,6148.20,2012.39,10276.78,3456.97,4061.64,3581.14,2473.51,13005.56,3128.69,7623.31,12695.13,7894.67,10957.65,9707.77,9091.95,11645.41,13828.99,14321.19,8332.00,16549.42,4386.10,5799.21,6307.79,5390.47,9136.28,4060.68,,4019.59,7172.89,2989.49,14859.09,,4544.99,1744.13,1765.10,1491.57,4410.36,,3522.16,3534.97,,5787.19,2526.79,3329.22,10803.82,,3877.84,5986.24,14437.43,8307.96,4970.23,,6935.40,5396.21,14549.23,3871.21,5985.51,5384.78,9525.05,4118.57,2256.25,2732.04,5826.80,4750.51,,,8727.69,4437.33,2615.26
23/10/16,11716.57,31034.72,11069.84,5640.41,4985.55,10894.59,5845.01,5371.54,6276.66,5002.24,4430.70,20118.00,6099.28,4105.73,7626.27,5868.06,5597.93,6210.32,,39.08,,1556.37,38.63,13.27,111.17,,12170.75,26098.70,8295.89,9556.90,10750.03,11918.58,30562.42,7042.87,12405.32,3385.54,3399.87,13438.42,12389.55,4125.61,224.37,9839.66,4761.00,9725.09,12163.43,2160.69,15034.66,8244.29,1556.37,8753.81,6257.65,5923.78,11240.67,10188.63,7174.88,7174.88,2681.88,6175.01,2005.23,10300.94,3449.93,4044.95,3561.44,2470.93,13033.13,3127.28,7638.38,12681.45,7915.74,10985.94,9728.57,8998.29,11645.41,13821.54,14321.19,8332.00,16536.34,4371.65,5763.43,6271.49,5390.47,9171.76,4081.31,,3989.74,7193.07,2931.91,14720.46,,4556.02,1744.62,1767.28,1491.27,4426.35,,3558.79,3538.80,,5773.30,2516.26,3344.01,10796.06,,3893.52,5978.57,14407.30,8264.45,4900.81,,6916.15,5433.99,14553.46,3875.88,5950.27,5384.78,9492.94,4085.73,2256.06,2733.57,5826.80,4750.51,,,8718.16,4435.40,2600.39
22/10/16,11716.57,31034.72,11069.84,5640.41,4985.55,10894.59,5845.01,5371.54,6276.66,5002.24,4430.70,20118.00,6099.28,4105.73,7626.27,5868.06,5597.93,6210.32,,39.08,,1556.37,38.63,13.27,111.17,,12170.75,26098.70,8295.89,9556.90,10750.03,11918.58,30562.42,7042.87,12405.32,3385.54,3399.87,13438.42,12389.55,4125.61,224.37,9839.66,4761.00,9725.09,12163.43,2160.69,15034.66,8244.29,1556.37,8753.81,6257.65,5923.78,11240.67,10188.63,7174.88,7174.88,2681.88,6175.01,2005.23,10300.94,3449.93,4044.95,3561.44,2470.93,13033.13,3127.28,7638.38,12681.45,7915.74,10985.94,9728.57,8998.29,11661.98,13821.54,14225.17,8375.45,16536.34,4371.65,5763.43,6271.49,5371.54,9171.76,4081.31,,3989.74,7193.07,2931.91,14720.46,,4556.02,1744.62,1767.28,1491.27,4426.35,,3558.79,3538.80,,5773.30,2516.26,3344.01,10796.06,,3893.52,5978.57,14407.30,8264.45,4900.81,,6916.15,5433.99,14553.46,3875.88,5950.27,5344.77,9492.94,4085.73,2256.06,2733.57,5803.94,4745.41,,,8718.16,4435.40,2600.39
21/10/16,11716.57,31034.72,11069.84,5640.41,4985.55,10894.59,5845.01,5371.54,6276.66,5002.24,4430.70,20118.00,6099.28,4105.73,7626.27,5868.06,5597.93,6210.32,,39.08,,1556.37,38.63,13.27,111.17,,12170.75,26098.70,8295.89,9556.90,10750.03,11918.58,30562.42,7042.87,12405.32,3385.54,3399.87,13438.42,12389.55,4125.61,224.37,9839.66,4761.00,9725.09,12163.43,2160.69,15034.66,8244.29,1556.37,8753.81,6257.65,5923.78,11240.67,10188.63,7174.88,7174.88,2681.88,6175.01,2005.23,10300.94,3449.93,4044.95,3561.44,2470.93,13033.13,3127.28,7638.38,12681.45,7915.74,10985.94,9728.57,8998.29,11633.23,13821.54,14184.37,8328.56,16536.34,4371.65,5763.43,6271.49,5364.31,9171.76,4081.31,,3989.74,7193.07,2931.91,14720.46,,4556.02,1744.62,1767.28,1491.27,4426.35,,3558.79,3538.80,,5773.30,2516.26,3344.01,10796.06,,3893.52,5978.57,14407.30,8264.45,4900.81,,6916.15,5433.99,14553.46,3875.88,5950.27,5329.12,9492.94,4085.73,2256.06,2733.57,5791.38,4735.83,,,8718.16,4435.40,2600.39
20/10/16,11717.04,30979.69,11066.90,5636.23,4981.26,10885.45,5835.45,5364.31,6256.31,4972.47,4407.26,20021.94,6083.18,4093.79,7611.08,5857.08,5588.10,6191.40,,39.07,,1555.94,38.65,13.35,110.95,,12155.21,26029.57,8227.20,9571.31,10721.56,11931.09,30389.00,7028.71,12249.89,3381.96,3425.77,13425.29,12360.88,4142.81,222.58,9936.09,4781.27,9689.59,12059.58,2156.27,15027.58,8238.59,1555.94,8757.29,6240.22,5934.38,11225.58,10159.85,7119.30,7119.30,2671.24,6135.76,1998.38,10288.04,3459.58,4046.52,3559.05,2458.45,13016.08,3106.79,7645.29,12696.56,7886.14,10992.08,9711.43,9007.02,11661.76,13808.30,14059.11,8341.37,16540.04,4373.75,5746.19,6249.68,5336.03,9119.50,4104.07,,4009.19,7267.58,2923.84,14832.18,,4568.72,1744.27,1766.82,1492.26,4411.70,,3525.86,3535.54,,5777.34,2514.50,3332.56,10718.28,,3870.55,5974.44,14399.81,8248.59,4889.89,,6924.05,5418.82,14510.78,3877.29,5911.86,5334.63,9470.62,4109.27,2262.73,2733.51,5793.94,4712.91,,,8740.68,4425.65,2596.23
19/10/16,11662.81,30942.00,11022.04,5613.28,4960.76,10840.51,5808.59,5336.03,6236.79,4946.97,4387.32,19946.18,6040.00,4062.71,7552.90,5836.03,5568.06,6164.03,,39.02,,1558.73,38.54,13.38,110.66,,12159.87,25703.02,8183.73,9463.23,10630.03,11891.58,30424.60,7062.03,12294.93,3330.21,3376.60,13477.21,12193.86,4056.68,218.96,9909.19,4776.75,9605.66,12091.61,2147.80,14970.82,8238.41,1558.73,8728.09,6197.63,5914.62,11178.38,10171.12,7139.42,7139.42,2661.71,6142.61,1972.85,10287.11,3427.38,4027.26,3545.24,2461.58,13047.39,3101.19,7652.25,12653.70,7893.95,11014.05,9718.55,8960.29,11688.02,13800.67,13941.02,8355.46,16445.80,4342.61,5699.29,6189.67,5313.19,9121.25,4082.71,,3991.02,7278.79,2918.93,14805.29,,4553.41,1738.98,1763.32,1485.61,4401.25,,3516.10,3514.68,,5773.86,2483.42,3301.80,10712.24,,3853.06,5977.19,14333.71,8233.38,4878.81,,6897.10,5406.25,14400.01,3874.25,5911.15,5324.44,9444.42,4081.86,2261.17,2734.29,5788.91,4713.49,,,8669.16,4400.56,2574.06
18/10/16,11688.13,30850.63,11036.44,5619.78,4962.40,10846.76,5803.82,5313.19,6229.79,4950.71,4409.50,19956.16,6012.38,4041.17,7500.59,5775.06,5568.57,6150.17,,38.89,,1559.99,38.58,13.27,111.04,,12229.16,25812.91,8074.25,9512.86,10673.40,11873.62,30849.34,7024.17,12254.86,3343.65,3368.35,13409.07,12250.53,4070.01,220.24,9999.50,4745.59,9570.76,11991.92,2133.22,14937.89,8228.66,1559.99,8723.14,6211.02,5917.82,11188.55,10159.37,7119.70,7119.70,2662.77,6169.53,1970.13,10270.23,3443.94,4044.71,3556.77,2467.46,13026.26,3087.19,7657.27,12608.93,7910.02,10977.88,9707.39,8868.55,11524.54,13802.00,13788.14,8245.68,16404.18,4346.83,5657.10,6148.60,5245.30,9135.25,4053.56,,3965.84,7297.55,2900.86,14670.18,,4563.03,1738.73,1762.40,1487.76,4426.60,,3489.21,3501.87,,5766.35,2459.86,3275.39,10754.62,,3884.10,6008.15,14357.06,8234.36,4833.65,,6925.80,5431.93,14416.61,3867.13,5914.75,5242.72,9474.32,4078.85,2258.03,2730.85,5704.00,4641.43,,,8637.42,4403.69,2568.65
17/10/16,11475.97,30315.51,10837.61,5520.21,4878.01,10662.28,5714.55,5245.30,6145.46,4856.34,4316.40,19663.57,5939.19,3972.25,7401.72,5677.42,5480.68,6069.65,,38.33,,1556.77,38.12,13.32,109.07,,12058.46,25250.64,7974.04,9258.01,10388.74,11549.18,30376.18,6911.80,11996.96,3286.23,3302.57,13186.85,11973.36,3989.72,217.58,9891.92,4718.22,9404.76,11819.07,2116.49,14703.04,8126.72,1556.77,8609.70,6093.05,5814.88,10971.49,10053.20,7023.18,7023.18,2636.40,6081.34,1922.62,10153.20,3361.88,3964.90,3495.26,2432.19,12876.18,3053.74,7556.89,12437.94,7799.16,10841.22,9577.64,8775.37,11524.54,13628.98,13788.14,8245.68,16142.68,4267.53,5586.44,6065.54,5245.30,8990.95,4026.01,,3930.14,7186.22,2890.69,14546.83,,4491.67,1707.22,1731.59,1458.71,4377.07,,3441.23,3453.94,,5685.68,2438.33,3212.91,10502.34,,3816.26,5909.06,14223.24,8109.49,4811.79,,6820.48,5368.73,14081.76,3820.71,5825.45,5242.72,9313.06,3992.38,2230.89,2698.82,5704.00,4641.43,,,8454.47,4343.67,2540.30
16/10/16,11560.81,30496.83,10915.15,5563.84,4913.66,10742.18,5757.28,5275.30,6211.00,4940.92,4396.93,19891.36,5968.72,3990.53,7419.79,5671.35,5529.50,6123.11,,38.64,,1555.02,38.49,13.38,109.86,,12317.58,25184.09,8079.00,9249.32,10390.96,11621.77,30386.82,6967.28,12079.50,3391.77,3343.57,13304.58,11889.12,4006.16,219.84,9980.79,4752.79,9488.15,11875.46,2140.76,14837.40,8229.36,1555.02,8722.29,6178.89,5866.69,10987.08,10174.78,7114.99,7114.99,2648.08,6127.13,1944.25,10249.60,3361.02,3983.60,3513.72,2455.23,13000.31,3079.68,7641.45,12455.17,7861.94,10920.59,9671.23,8828.04,11524.54,13738.89,13788.14,8245.68,16326.92,4255.97,5633.46,6114.27,5245.30,9079.86,4091.62,,3962.10,7271.56,2893.11,14655.37,,4532.23,1722.56,1750.50,1469.22,4436.70,,3482.99,3495.80,,5765.26,2447.00,3253.38,10852.12,,3886.28,5961.54,14358.61,8257.64,4823.29,,6901.46,5430.48,14122.60,3860.00,5856.59,5242.72,9504.81,4030.51,2256.48,2726.54,5704.00,4641.43,,,8601.54,4400.83,2570.13
15/10/16,11560.81,30496.83,10915.15,5563.84,4913.66,10742.18,5757.28,5275.30,6211.00,4940.92,4396.93,19891.36,5968.72,3990.53,7419.79,5671.35,5529.50,6123.11,,38.64,,1555.02,38.49,13.38,109.86,,12317.58,25184.09,8079.00,9249.32,10390.96,11621.77,30386.82,6967.28,12079.50,3391.77,3343.57,13304.58,11889.12,4006.16,219.84,9980.79,4752.79,9488.15,11875.46,2140.76,14837.40,8229.36,1555.02,8722.29,6178.89,5866.69,10987.08,10174.78,7114.99,7114.99,2648.08,6127.13,1944.25,10249.60,3361.02,3983.60,3513.72,2455.23,13000.31,3079.68,7641.45,12455.17,7861.94,10920.59,9671.23,8828.04,11598.91,13738.89,13845.28,8340.01,16326.92,4255.97,5633.46,6114.27,5275.30,9079.86,4091.62,,3962.10,7271.56,2893.11,14655.37,,4532.23,1722.56,1750.50,1469.22,4436.70,,3482.99,3495.80,,5765.26,2447.00,3253.38,10852.12,,3886.28,5961.54,14358.61,8257.64,4823.29,,6901.46,5430.48,14122.60,3860.00,5856.59,5284.78,9504.81,4030.51,2256.48,2726.54,5787.42,4711.37,,,8601.54,4400.83,2570.13
14/10/16,11560.81,30496.83,10915.15,5563.84,4913.66,10742.18,5757.28,5275.30,6211.00,4940.92,4396.93,19891.36,5968.72,3990.53,7419.79,5671.35,5529.50,6123.11,,38.64,,1555.02,38.49,13.38,109.86,,12317.58,25184.09,8079.00,9249.32,10390.96,11621.77,30386.82,6967.28,12079.50,3391.77,3343.57,13304.58,11889.12,4006.16,219.84,9980.79,4752.79,9488.15,11875.46,2140.76,14837.40,8229.36,1555.02,8722.29,6178.89,5866.69,10987.08,10174.78,7114.99,7114.99,2648.08,6127.13,1944.25,10249.60,3361.02,3983.60,3513.72,2455.23,13000.31,3079.68,7641.45,12455.17,7861.94,10920.59,9671.23,8828.04,11544.55,13738.89,13735.04,8363.06,16326.92,4255.97,5633.46,6114.27,5245.12,9079.86,4091.62,,3962.10,7271.56,2893.11,14655.37,,4532.23,1722.56,1750.50,1469.22,4436.70,,3482.99,3495.80,,5765.26,2447.00,3253.38,10852.12,,3886.28,5961.54,14358.61,8257.64,4823.29,,6901.46,5430.48,14122.60,3860.00,5856.59,5209.66,9504.81,4030.51,2256.48,2726.54,5773.83,4663.91,,,8601.54,4400.83,2570.13
13/10/16,11547.30,30365.69,10896.65,5550.13,4898.12,10711.11,5730.47,5245.12,6164.01,4890.73,4348.33,19746.74,5924.41,3961.32,7388.16,5584.36,5503.85,6077.06,,38.44,,1557.18,38.38,13.29,109.85,,12292.92,25096.85,8011.23,9251.74,10369.71,11574.60,30432.07,6944.93,12097.34,3456.96,3359.70,13256.36,11844.08,3977.70,218.01,9981.18,4658.81,9385.86,11786.46,2143.05,14804.34,8242.27,1557.18,8665.82,6123.52,5840.48,10885.79,10149.94,7116.56,7116.56,2638.83,6160.13,1924.73,10229.21,3348.11,3970.90,3503.25,2457.20,12791.75,3064.17,7646.46,12309.95,7891.01,10855.32,9640.70,8782.30,11544.55,13598.40,13735.04,8363.06,16311.06,4250.24,5607.29,6080.38,5245.12,9116.29,4075.93,,3932.77,7257.20,2863.08,14404.74,,4509.53,1721.04,1748.72,1469.51,4465.37,,3490.06,3474.71,,5746.16,2433.73,3220.56,10922.70,,3830.28,5922.31,14455.81,8209.44,4775.48,,6898.87,5462.99,14145.17,3853.43,5771.08,5209.66,9503.08,4009.33,2247.12,2714.47,5773.83,4663.91,,,8540.51,4406.51,2572.17
12/10/16,11729.75,30848.14,11068.98,5636.92,4973.75,10876.25,5818.16,5329.40,6238.81,4988.15,4410.54,20013.50,6027.90,4025.24,7520.40,5676.77,5580.74,6161.33,,38.93,,1559.02,38.83,13.27,111.30,,12452.97,25658.64,8092.30,9480.72,10579.70,11798.03,30740.73,7056.54,12129.43,3575.86,3428.15,13500.06,12083.00,4112.55,223.16,10154.91,4714.53,9521.73,11872.58,2140.53,15036.65,8338.93,1559.02,8778.41,6218.69,5947.44,11006.75,10256.77,7188.52,7188.52,2676.31,6191.92,1980.99,10339.46,3413.11,4044.77,3556.57,2482.87,12900.49,3110.76,7732.13,12457.60,7968.85,10964.87,9718.71,8909.41,11544.55,13725.50,13735.04,8363.06,16582.42,4313.09,5700.35,6190.32,5245.12,9214.98,4140.73,,3985.44,7361.81,2868.96,14685.90,,4577.00,1750.01,1777.40,1495.98,4521.43,,3519.14,3529.81,,5827.01,2472.82,3283.43,10993.86,,3888.42,6018.60,14624.26,8322.31,4810.09,,7017.87,5555.44,14407.77,3904.65,5908.15,5209.66,9630.24,4102.05,2279.76,2750.81,5773.83,4663.91,,,8746.95,4490.73,2630.30
11/10/16,11729.75,30848.14,11068.98,5636.92,4973.75,10876.25,5818.16,5329.40,6238.81,4988.15,4410.54,20013.50,6027.90,4025.24,7520.40,5676.77,5580.74,6161.33,,38.93,,1558.73,38.83,13.27,111.30,,12452.97,25658.64,8092.30,9480.72,10579.70,11798.03,30740.73,7056.54,12129.43,3575.86,3428.15,13500.06,12083.00,4112.55,223.16,10154.91,4714.53,9521.73,11872.58,2140.53,15036.65,8338.93,1558.73,8778.41,6218.69,5947.44,11006.75,10256.77,7188.52,7188.52,2676.31,6191.92,1980.99,10339.46,3413.11,4044.77,3556.57,2482.87,12900.49,3110.76,7732.13,12457.60,7968.85,10964.87,9718.71,8909.41,11624.23,13725.50,13958.55,8436.15,16582.42,4313.09,5700.35,6190.32,5329.40,9214.98,4140.73,,3985.44,7361.81,2868.96,14685.90,,4577.00,1750.01,1777.40,1495.98,4521.43,,3519.14,3529.81,,5827.01,2472.82,3283.43,10993.86,,3888.42,6018.60,14624.26,8322.31,4810.09,,7017.87,5555.44,14407.77,3904.65,5908.15,5343.36,9630.24,4102.05,2279.76,2750.81,5848.07,4738.33,,,8746.95,4490.73,2630.30
